DateTime,Entries,UniqueIPs
1518765333,72606,9332212
1518766393,72619,9332223
1518767252,72625,9332231
1518768275,72615,9332221
1518769173,72625,9332231
1518770187,72624,9332230
1518771093,72624,9332230
1518772123,72607,9332212
1518773013,72617,9332221
1518774026,72639,9332243
1518774496,72644,9332248
1518774933,72649,9332253
1518775949,72654,9332258
1518776613,72661,9332265
1518777333,72666,9332270
1518777858,72666,9332270
1518778052,72675,9332279
1518779013,72688,9332294
1518780288,71743,9331337
1518781172,72711,9332318
1518781893,72708,9332317
1518782175,72703,9332312
1518782611,72702,9332311
1518783333,72701,9332310
1518784118,72689,9332298
1518784532,72694,9332303
1518785252,72704,9332313
1518786041,72720,9332331
1518786934,72712,9332323
1518787653,72716,9332327
1518788188,72716,9332327
1518788760,72713,9332324
1518789135,72714,9332325
1518789333,72723,9332334
1518790350,72727,9332338
1518791013,72722,9332334
1518791972,72727,9332338
1518792501,72741,9332351
1518792932,72754,9332365
1518793892,72754,9332366
1518794668,72771,9332383
1518795572,72774,9332386
1518797252,72797,9332409
1518798212,72804,9332416
1518798933,72787,9332398
1518799653,72785,9332396
1518800613,72798,9332406
1518801573,72809,9332417
1518802591,72796,9332404
1518803492,72814,9332422
1518803772,72815,9332423
1518804751,72820,9332429
1518805652,72816,9332424
1518806667,72826,9332434
1518807333,72823,9332431
1518808053,72829,9332437
1518808582,72829,9332437
1518808772,72820,9332429
1518809733,72831,9332441
1518810751,72842,9332452
1518811412,72848,9332458
1518812134,72855,9332466
1518812661,72860,9332471
1518813092,72874,9332485
1518814051,72876,9332487
1518814631,72865,9332476
1518815253,72872,9332484
1518816213,72868,9332480
1518816771,72868,9332480
1518817172,72873,9332485
1518817696,72874,9332486
1518818132,72891,9332503
1518818667,72897,9332509
1518819093,72880,9326172
1518820052,72891,9326183
1518820596,72886,9326178
1518821012,72884,9326176
1518822213,72891,9326184
1518822751,72892,9326185
1518823412,72890,9326182
1518824132,72887,9326180
1518824848,72895,9326188
1518825333,72901,9326194
1518826293,72909,9326202
1518826821,72910,9326203
1518827252,72910,9326203
1518828213,72910,9326203
1518829173,72925,9326208
1518830133,72925,9326218
1518830654,72930,9326223
1518831093,72928,9326221
1518832052,72925,9326218
1518832581,72921,9326214
1518833012,72922,9326215
1518833786,72918,9326210
1518834748,72920,9326212
1518835653,72921,9326212
1518836679,72919,9326209
1518837813,72906,9326196
1518838824,72902,9326192
1518839732,72897,9326188
1518840761,72900,9326191
1518841626,72898,9326189
1518842664,72884,9326175
1518843573,72885,9326176
1518844595,72888,9326180
1518845492,72892,9326183
1518846511,72890,9326180
1518847411,72917,9326207
1518848431,72929,9326210
1518849333,72942,9326223
1518850345,72947,9326227
1518851252,72940,9326230
1518852270,72949,9326239
1518853173,72971,9326261
1518854132,72977,9326268
1518855092,72970,9326261
1518856108,72969,9326260
1518857012,72973,9326264
1518858028,72974,9326265
1518858933,72981,9326272
1518859954,72978,9326269
1518860852,72969,9326260
1518861870,72973,9326262
1518862532,72968,9326257
1518863047,72974,9326263
1518863252,72970,9326259
1518863783,72967,9326256
1518864213,72954,9326243
1518864932,72950,9326239
1518865946,72955,9326244
1518866852,72952,9326241
1518867813,72946,9326234
1518868772,72953,9326242
1518869792,72955,9326244
1518870452,72948,9326235
1518871412,72946,9326233
1518871943,72939,9326226
1518872372,72947,9326236
1518873092,72947,9326237
1518874105,72949,9326241
1518875012,72946,9326238
1518875874,72866,9326137
1518876262,72858,9326129
1518876933,72847,9326118
1518877942,72849,9326120
1518878432,72845,9326116
1518878853,72840,9326111
1518879572,72839,9326111
1518880347,72840,9326112
1518882524,72859,9326131
1518883173,72859,9326131
1518883892,72857,9326129
1518884416,72856,9326128
1518884613,72860,9326132
1518885333,72865,9326138
1518886353,72861,9326134
1518887012,72863,9326136
1518887732,72846,9326119
1518888255,72848,9326121
1518888692,72842,9326115
1518889652,72837,9326110
1518890444,72841,9326114
1518890853,72835,9326108
1518891812,72842,9326115
1518892342,72844,9326117
1518892818,72842,9326115
1518893493,72840,9326113
1518894517,72835,9326109
1518895173,72839,9326112
1518895891,72838,9326110
1518896413,72835,9326107
1518896611,72832,9326104
1518897332,72825,9326097
1518898353,72821,9326093
1518899013,72814,9326086
1518899972,72823,9326095
1518900255,72830,9326102
1518900932,72834,9326105
1518902196,72828,9326100
1518903092,72827,9326099
1518904110,72825,9326097
1518905069,72825,9326097
1518906274,72838,9332147
1518907171,72845,9332154
1518907450,72849,9332158
1518908184,72848,9332155
1518909093,72841,9332148
1518909812,72849,9332156
1518910923,72856,9332164
1518911733,72853,9332162
1518912749,72871,9332182
1518913652,72868,9332179
1518914662,72872,9332184
1518915571,72877,9332189
1518916590,72894,9332202
1518917732,72897,9332205
1518918746,72906,9332211
1518919653,72912,9332218
1518920372,72914,9332226
1518921332,72915,9332226
1518922095,72922,9332233
1518922826,72935,9332246
1518923733,72933,9332244
1518924743,72927,9332238
1518925413,72919,9332233
1518926133,72920,9332233
1518926915,72930,9332243
1518927813,72937,9332250
1518928821,72938,9332251
1518929736,72934,9332247
1518930749,72942,9332257
1518931653,72943,9332257
1518932372,72952,9332267
1518932654,72964,9332279
1518933092,72965,9332280
1518933812,72944,9332259
1518934589,72935,9332250
1518935732,72922,9332237
1518936747,72920,9332235
1518937412,72925,9332237
1518938132,72925,9332240
