DateTime,Entries,UniqueIPs
1518681334,12934,12934
1518682294,12858,12858
1518683013,12796,12796
1518683735,12744,12744
1518684454,12704,12704
1518685173,12677,12677
1518686106,11262,11262
1518687093,10428,10428
1518688053,10402,10402
1518689253,10378,10378
1518690213,10355,10355
1518691173,10352,10352
1518692133,10340,10340
1518693092,10331,10331
1518693813,10317,10317
1518694533,10300,10300
1518695253,10293,10293
1518695973,10285,10285
1518697653,10264,10264
1518698614,10246,10246
1518699573,10241,10241
1518700533,10216,10216
1518701253,10140,10140
1518701973,10141,10141
1518702693,10135,10135
1518703413,10122,10122
1518704373,10112,10112
1518705332,10110,10110
1518706293,10095,10095
1518707253,10093,10093
1518708213,10075,10075
1518709172,10066,10066
1518710134,10024,10024
1518711093,9971,9971
1518712054,9901,9901
1518712774,9884,9884
1518713493,9832,9832
1518714213,9777,9777
1518714934,9726,9726
1518716135,9645,9645
1518717093,9579,9579
1518719253,9550,9550
1518719973,9545,9545
1518720692,9552,9552
1518721653,9544,9544
1518722373,9538,9538
1518723093,9513,9513
1518723814,9491,9491
1518724533,9472,9472
1518725253,9453,9453
1518725973,9440,9440
1518726693,9422,9422
1518727413,9409,9409
1518728373,9397,9397
1518729334,9388,9388
1518730052,9376,9376
1518730773,9357,9357
1518731733,9342,9342
1518732452,9346,9346
1518733413,9324,9324
1518734132,9309,9309
1518735332,9284,9284
1518736774,9245,9245
1518737493,9247,9247
1518738213,9237,9237
1518739174,9236,9236
1518740373,9220,9220
1518741332,9208,9208
1518742293,9209,9209
1518743254,9190,9190
1518744213,9181,9181
1518745133,9179,9179
1518746133,9157,9157
1518747093,9151,9151
1518748293,9140,9140
1518749013,9134,9134
1518749972,9134,9134
1518750932,9138,9138
1518752132,9137,9137
1518753093,9132,9132
1518754052,9127,9127
1518755012,9129,9129
1518755732,9128,9128
1518756428,9126,9126
1518757172,9138,9138
1518758131,9145,9145
1518759092,9152,9152
1518760053,9147,9147
1518761012,9150,9150
1518761973,9143,9143
1518762934,9130,9130
1518763653,9126,9126
1518764373,9113,9113
1518765333,9111,9111
1518766292,9124,9124
1518767252,9130,9130
1518768212,9128,9128
1518769173,9138,9138
1518770132,9142,9142
1518771093,9142,9142
1518772052,9121,9121
1518773013,9131,9131
1518773971,9139,9139
1518774933,9146,9146
1518775893,9147,9147
1518776613,9151,9151
1518777333,9156,9156
1518778052,9163,9163
1518779013,9179,9179
1518780272,8111,8111
1518781172,9202,9202
1518781893,9201,9201
1518782611,9200,9200
1518783333,9199,9199
1518784532,9204,9204
1518785252,9214,9214
1518785973,9220,9220
1518786934,9211,9211
1518787653,9215,9215
1518788612,9214,9214
1518789333,9222,9222
1518790292,9229,9229
1518791013,9224,9224
1518791972,9229,9229
1518792932,9247,9247
1518793892,9248,9248
1518794612,9256,9256
1518795572,9260,9260
1518797252,9283,9283
1518798212,9291,9291
1518798933,9276,9276
1518799653,9271,9271
1518800613,9280,9280
1518801573,9289,9289
1518802533,9290,9290
1518803492,9307,9307
1518804693,9309,9309
1518805652,9303,9303
1518806613,9307,9307
1518807333,9304,9304
1518808053,9309,9309
1518808772,9301,9301
1518809733,9314,9314
1518810692,9331,9331
1518811412,9336,9336
1518812134,9341,9341
1518813092,9356,9356
1518814051,9357,9357
1518815253,9364,9364
1518816213,9361,9361
1518817172,9368,9368
1518818132,9386,9386
1518819093,9379,9379
1518820052,9390,9390
1518821012,9388,9388
1518822213,9396,9396
1518823412,9393,9393
1518824132,9391,9391
1518825333,9398,9398
1518826293,9406,9406
1518827252,9406,9406
1518828213,9407,9407
1518829173,9413,9413
1518830133,9423,9423
1518831093,9421,9421
1518832052,9418,9418
1518833012,9418,9418
1518833732,9409,9409
1518834692,9414,9414
1518835653,9414,9414
1518836613,9413,9413
1518837813,9401,9401
1518838772,9400,9400
1518839732,9395,9395
1518840693,9395,9395
1518841626,9393,9393
1518842613,9387,9387
1518843573,9385,9385
1518844533,9389,9389
1518845492,9393,9393
1518846452,9395,9395
1518847411,9425,9425
1518848372,9427,9427
1518849333,9439,9439
1518850292,9447,9447
1518851252,9451,9451
1518852213,9445,9445
1518853173,9467,9467
1518854132,9475,9475
1518855092,9465,9465
1518856052,9469,9469
1518857012,9474,9474
1518857972,9479,9479
1518858933,9485,9485
1518859892,9485,9485
1518860852,9476,9476
1518861812,9483,9483
1518862532,9477,9477
1518863252,9474,9474
1518864213,9459,9459
1518864932,9455,9455
1518865892,9458,9458
1518866852,9456,9456
1518867813,9449,9449
1518868772,9457,9457
1518869733,9464,9464
1518870452,9455,9455
1518871412,9455,9455
1518872372,9465,9465
1518873092,9465,9465
1518874052,9465,9465
1518875012,9463,9463
1518875733,9468,9468
1518876933,9458,9458
1518877893,9456,9456
1518878853,9449,9449
1518879572,9447,9447
1518880292,9442,9442
1518882452,9456,9456
1518883173,9455,9455
1518883892,9453,9453
1518884613,9459,9459
1518885333,9464,9464
1518886293,9464,9464
1518887012,9467,9467
1518887732,9450,9450
1518888692,9443,9443
1518889652,9438,9438
